area,description,house,layout,position,price,sale,style,tags,village,zone
89㎡,https://sz.zu.ke.com//zufang/SZ2420841852959211520.html,京基御景印象四期,4室2厅2卫,北,3200 元/月,null,整租,"官方核验,双卫生间,随时看房",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2533138285388374016.html,心海城,3室2厅2卫,南,3300 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
88㎡,https://sz.zu.ke.com//zufang/SZ2310836192214007808.html,心海城,3室2厅2卫,东南,3300 元/月,null,整租,"官方核验,双卫生间",坪山,坪山区
52㎡,https://sz.zu.ke.com//zufang/SZ2507328469311438848.html,龙光玖云著,2室1厅1卫,东南,3200 元/月,null,整租,"官方核验,精装",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2555827274628997120.html,坪山招商花园城南区,3室2厅1卫,南,4000 元/月,null,整租,"官方核验,新上,精装",坪山,坪山区
86㎡,https://sz.zu.ke.com//zufang/SZ2502269371247247360.html,六和城,3室2厅1卫,东南,3900 元/月,null,整租,"官方核验,精装",坪山,坪山区
80㎡,https://sz.zu.ke.com//zufang/SZ2535989800478457856.html,深城投中心公馆,3室2厅2卫,东南,4000 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
88㎡,https://sz.zu.ke.com//zufang/SZ2420835836381118464.html,京基御景印象四期,4室1厅2卫,南北,3500 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
107㎡,https://sz.zu.ke.com//zufang/SZ2403553209491922944.html,奥园翡翠东湾,4室2厅2卫,南,3900 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2475373754159464448.html,京基御景印象四期,4室2厅2卫,西北,3500 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
84㎡,https://sz.zu.ke.com//zufang/SZ2418839444699217920.html,深业东城上邸,3室2厅1卫,南北,3500 元/月,null,整租,"官方核验,随时看房",坪山,坪山区
83㎡,https://sz.zu.ke.com//zufang/SZ2369448100650819584.html,六和城,3室2厅2卫,东南,3600 元/月,null,整租,"官方核验,双卫生间",坪山,坪山区
124㎡,https://sz.zu.ke.com//zufang/SZ2093406585782550528.html,万科金域缇香,7室2厅2卫,南北,4000 元/月,null,整租,"官方核验,双卫生间,随时看房",坪山,坪山区
88㎡,https://sz.zu.ke.com//zufang/SZ2514988192772661248.html,京基御景印象四期,4室2厅2卫,西北,4000 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
87㎡,https://sz.zu.ke.com//zufang/SZ2520292539106328576.html,深业东城上邸,4室2厅2卫,南,3950 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
86㎡,https://sz.zu.ke.com//zufang/SZ2528055247243313152.html,万科金域缇香,4室2厅2卫,南,4000 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2525180310665035776.html,金地朗悦,3室2厅1卫,东南,3600 元/月,null,整租,"官方核验,精装,随时看房",坪山,坪山区
88㎡,https://sz.zu.ke.com//zufang/SZ2532523390917681152.html,京基御景印象一期,4室2厅2卫,西北,4000 元/月,null,整租,"官方核验,双卫生间",坪山,坪山区
78㎡,https://sz.zu.ke.com//zufang/SZ2497796161927118848.html,京基御景印象三期,3室2厅1卫,南,3400 元/月,null,整租,"官方核验,精装,随时看房",坪山,坪山区
99㎡,https://sz.zu.ke.com//zufang/SZ2504846786196414464.html,心海城,4室2厅2卫,东,3800 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
132㎡,https://sz.zu.ke.com//zufang/SZ2517144357203877888.html,天峦湖,4室1厅2卫,西南,3500 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
88㎡,https://sz.zu.ke.com//zufang/SZ2505855051109769216.html,力高君御国际,4室2厅2卫,南,3450 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2545013719771906048.html,万科金域东郡,3室1厅2卫,南,3500 元/月,null,整租,"官方核验,双卫生间,随时看房",坪山,坪山区
78㎡,https://sz.zu.ke.com//zufang/SZ2504403832562524160.html,京基御景印象四期,3室2厅1卫,东南,3500 元/月,null,整租,"官方核验,随时看房",坪山,坪山区
122㎡,https://sz.zu.ke.com//zufang/SZ2527448379076911104.html,财富城,4室2厅2卫,东南,4000 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
87㎡,https://sz.zu.ke.com//zufang/SZ2518041381256036352.html,深城投中心公馆,3室1厅2卫,东,3800 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
88㎡,https://sz.zu.ke.com//zufang/SZ2531899219653443584.html,京基御景印象四期,3室2厅2卫,南,3500 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
92㎡,https://sz.zu.ke.com//zufang/SZ2523822064302309376.html,心海城,3室2厅2卫,东南,3500 元/月,null,整租,"官方核验,双卫生间,随时看房",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2507771027145097216.html,万科金域东郡,3室2厅2卫,东南,3750 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
108㎡,https://sz.zu.ke.com//zufang/SZ2427310707222511616.html,天峦湖,4室1厅2卫,东南,3600 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
85㎡,https://sz.zu.ke.com//zufang/SZ2515183440887300096.html,六和城,3室2厅2卫,东南,3800 元/月,null,整租,"官方核验,双卫生间",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2531145202551496704.html,天峦湖,3室2厅2卫,南,3500 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
88㎡,https://sz.zu.ke.com//zufang/SZ2492666024357806080.html,坪山招商花园城北区,3室2厅1卫,南,3800 元/月,null,整租,"官方核验,精装",坪山,坪山区
80㎡,https://sz.zu.ke.com//zufang/SZ2535597061278007296.html,深城投中心公馆,3室2厅1卫,东北,3900 元/月,null,整租,"官方核验,精装,随时看房",坪山,坪山区
76㎡,https://sz.zu.ke.com//zufang/SZ2536305441953021952.html,坪山招商花园城南区,2室2厅1卫,南,3500 元/月,null,整租,"官方核验,精装",坪山,坪山区
99㎡,https://sz.zu.ke.com//zufang/SZ2502038828458713088.html,祥祺滨河名苑,3室2厅2卫,东南,3700 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2498533274482384896.html,力高君御国际,4室2厅2卫,南,3600 元/月,null,整租,"官方核验,双卫生间",坪山,坪山区
51㎡,https://sz.zu.ke.com//zufang/SZ2533402844233736192.html,龙光玖云著,3室2厅1卫,东南,3500 元/月,null,整租,"官方核验,精装,随时看房",坪山,坪山区
90㎡,https://sz.zu.ke.com//zufang/SZ2497068535881678848.html,京基御景印象三期,4室2厅2卫,西北,3800 元/月,null,整租,"官方核验,双卫生间",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2504881045162434560.html,京基御景印象一期,3室2厅2卫,北,3800 元/月,null,整租,"官方核验,双卫生间",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2431226749560815616.html,深业东城国际,3室2厅2卫,东南西北,3500 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2475172089682993152.html,深业东城上邸,4室2厅2卫,东,3600 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2508501127092240384.html,财富城,4室2厅2卫,南,4000 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
90㎡,https://sz.zu.ke.com//zufang/SZ2519510914617573376.html,祥祺滨河名苑,3室2厅2卫,东南,3600 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2298574832536920064.html,京基御景印象四期,4室2厅2卫,南,3500 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
82㎡,https://sz.zu.ke.com//zufang/SZ2367402309505523712.html,深业东城国际,3室2厅1卫,南,3500 元/月,null,整租,"官方核验,精装,随时看房",坪山,坪山区
100㎡,https://sz.zu.ke.com//zufang/SZ2486758043078107136.html,心海城,未知室0厅0卫,西北,3700 元/月,null,整租,官方核验,坪山,坪山区
100㎡,https://sz.zu.ke.com//zufang/SZ2298067487587311616.html,心海城,4室2厅2卫,东南,3500 元/月,null,整租,"官方核验,双卫生间,随时看房",坪山,坪山区
100㎡,https://sz.zu.ke.com//zufang/SZ2497086220107259904.html,心海城,4室2厅2卫,东,3800 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
87㎡,https://sz.zu.ke.com//zufang/SZ2513727848335024128.html,深城投中心公馆,3室2厅2卫,东南,3600 元/月,null,整租,"官方核验,双卫生间",坪山,坪山区
85㎡,https://sz.zu.ke.com//zufang/SZ2545462798289747968.html,坪山首座,3室2厅1卫,东南,4000 元/月,null,整租,"官方核验,精装",坪山,坪山区
88㎡,https://sz.zu.ke.com//zufang/SZ2501574968241307648.html,万科金域缇香二期,4室2厅2卫,西南,4000 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
87㎡,https://sz.zu.ke.com//zufang/SZ2523888199953563648.html,六和城,3室2厅2卫,东南,4000 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2528072454107578368.html,京基御景印象三期,4室2厅2卫,北,4000 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
86㎡,https://sz.zu.ke.com//zufang/SZ2553679192504418304.html,六和城,3室1厅2卫,南,4400 元/月,null,整租,"官方核验,新上,精装,双卫生间,随时看房",坪山,坪山区
51㎡,https://sz.zu.ke.com//zufang/SZ2391833917117169664.html,龙光玖云著,2室1厅1卫,南,3600 元/月,null,整租,"官方核验,精装",坪山,坪山区
42㎡,https://sz.zu.ke.com//zufang/SZ2524591986531639296.html,盈富家园,1室0厅1卫,北,1300 元/月,null,整租,"官方核验,随时看房",坪山,坪山区
62㎡,https://sz.zu.ke.com//zufang/SZ2539033503468109824.html,龙光玖云著,3室2厅2卫,西南,3800 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2470778489335185408.html,京基御景印象四期,3室1厅2卫,东南,4000 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2492845969662812160.html,金地朗悦,3室2厅2卫,南,3800 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2395413803237122048.html,京基御景印象四期,4室2厅2卫,东南,3800 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
130㎡,https://sz.zu.ke.com//zufang/SZ2418861387352129536.html,京基御景印象二期,3室2厅2卫,西北,4000 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
81㎡,https://sz.zu.ke.com//zufang/SZ2371771822183022592.html,东津名座,3室2厅2卫,南,3500 元/月,null,整租,"官方核验,双卫生间,随时看房",坪山,坪山区
91㎡,https://sz.zu.ke.com//zufang/SZ2555902985624625152.html,六和城,1室0厅1卫,东,9000 元/月,null,整租,"官方核验,新上",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2476622267858026496.html,力高君御国际,4室2厅2卫,南,3800 元/月,null,整租,"官方核验,双卫生间",坪山,坪山区
100㎡,https://sz.zu.ke.com//zufang/SZ2530948406386360320.html,心海城,4室2厅2卫,西,4000 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
78㎡,https://sz.zu.ke.com//zufang/SZ2542123158874357760.html,力高君御国际,3室1厅2卫,南,3800 元/月,null,整租,"官方核验,双卫生间",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2551272957049569280.html,坪山招商花园城南区,3室2厅1卫,西,4500 元/月,null,整租,"官方核验,精装",坪山,坪山区
81㎡,https://sz.zu.ke.com//zufang/SZ2516527229182418944.html,心海城,3室2厅1卫,东,3600 元/月,null,整租,"官方核验,精装,随时看房",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2493469993363587072.html,深业东城国际,3室2厅2卫,南北,3500 元/月,null,整租,"官方核验,双卫生间",坪山,坪山区
88㎡,https://sz.zu.ke.com//zufang/SZ2339014941761077248.html,奥园翡翠东湾,3室2厅2卫,东南,3500 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
106㎡,https://sz.zu.ke.com//zufang/SZ2512259909991530496.html,奥园翡翠东湾,4室1厅2卫,南,4000 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
88㎡,https://sz.zu.ke.com//zufang/SZ2540560009377349632.html,奥园翡翠东湾,3室2厅2卫,西南,3500 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
106㎡,https://sz.zu.ke.com//zufang/SZ2328079932259319808.html,奥园翡翠东湾,4室2厅2卫,南北,3800 元/月,null,整租,"官方核验,双卫生间",坪山,坪山区
80㎡,https://sz.zu.ke.com//zufang/SZ2541067025652908032.html,奥园翡翠东湾,3室2厅1卫,西南,3500 元/月,null,整租,"官方核验,精装",坪山,坪山区
106㎡,https://sz.zu.ke.com//zufang/SZ2421792418610282496.html,奥园翡翠东湾,4室2厅2卫,南,3600 元/月,null,整租,"官方核验,双卫生间,随时看房",坪山,坪山区
95㎡,https://sz.zu.ke.com//zufang/SZ2515890451023151104.html,深城投中心公馆,4室2厅2卫,东北,6000 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
125㎡,https://sz.zu.ke.com//zufang/SZ2495636860425486336.html,大东城二期,4室2厅2卫,东南西南,5200 元/月,null,整租,"官方核验,双卫生间",坪山,坪山区
95㎡,https://sz.zu.ke.com//zufang/SZ2515890451023151104.html,深城投中心公馆,4室2厅2卫,东北,6000 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
106㎡,https://sz.zu.ke.com//zufang/SZ2542076641585405952.html,奥园翡翠东湾,4室2厅2卫,东南,4500 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
87㎡,https://sz.zu.ke.com//zufang/SZ2523376531750002688.html,深城投中心公馆,3室2厅1卫,东南,5000 元/月,null,整租,官方核验,坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2523898494360485888.html,财富城,4室2厅2卫,南,4200 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2527534143525625856.html,财富城,4室2厅2卫,南,4300 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2528810836764393472.html,六和城,3室2厅2卫,东南,4100 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
87㎡,https://sz.zu.ke.com//zufang/SZ2498288231213711360.html,六和城,3室2厅2卫,东南,4400 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
175㎡,https://sz.zu.ke.com//zufang/SZ2542066560693182464.html,东方威尼斯花园,5室2厅3卫,南,4800 元/月,null,整租,"官方核验,精装,随时看房",坪山,坪山区
131㎡,https://sz.zu.ke.com//zufang/SZ2516554500522131456.html,坪山首座,1室1厅1卫,南,7600 元/月,null,整租,官方核验,坪山,坪山区
110㎡,https://sz.zu.ke.com//zufang/SZ2494273381172510720.html,六和城,2室1厅1卫,东南,7500 元/月,null,整租,"官方核验,精装",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2483456248088379392.html,深业东城上邸,4室2厅2卫,南,4200 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
131㎡,https://sz.zu.ke.com//zufang/SZ2529515806144856064.html,天峦湖,4室2厅2卫,南,6000 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
90㎡,https://sz.zu.ke.com//zufang/SZ2521076255831900160.html,财富城,4室2厅2卫,东南南,5300 元/月,null,整租,"官方核验,双卫生间",坪山,坪山区
129㎡,https://sz.zu.ke.com//zufang/SZ2544763346373050368.html,天峦湖二期,4室2厅2卫,西北,8000 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
147㎡,https://sz.zu.ke.com//zufang/SZ2537959423381340160.html,万科金域缇香二期,4室1厅3卫,南北,5000 元/月,null,整租,"官方核验,精装",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2478439814408708096.html,财富城,4室2厅2卫,南,4500 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
65㎡,https://sz.zu.ke.com//zufang/SZ2543991133517135872.html,奥园翡翠东湾,2室2厅1卫,东南,2700 元/月,null,整租,官方核验,坪山,坪山区
114㎡,https://sz.zu.ke.com//zufang/SZ2539693565584613376.html,财富城,4室2厅2卫,东南,4500 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2503419425379074048.html,万科金域缇香二期,4室2厅2卫,南,4600 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
88㎡,https://sz.zu.ke.com//zufang/SZ2515868648812584960.html,力高君御国际,3室2厅2卫,北,4300 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
57㎡,https://sz.zu.ke.com//zufang/SZ2505064661138292736.html,力高君御国际,1室0厅1卫,南,5500 元/月,null,整租,"官方核验,随时看房",坪山,坪山区
91㎡,https://sz.zu.ke.com//zufang/SZ2507070874336116736.html,六和城,2室1厅1卫,东南,6000 元/月,null,整租,"官方核验,精装",坪山,坪山区
130㎡,https://sz.zu.ke.com//zufang/SZ2483268336348037120.html,天峦湖,4室2厅2卫,东南,4200 元/月,null,整租,"官方核验,双卫生间",坪山,坪山区
131㎡,https://sz.zu.ke.com//zufang/SZ2347740226710929408.html,天峦湖,4室1厅2卫,南,4500 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
87㎡,https://sz.zu.ke.com//zufang/SZ2508610628810448896.html,深城投中心公馆,3室2厅2卫,南,4200 元/月,null,整租,"官方核验,双卫生间,随时看房",坪山,坪山区
87㎡,https://sz.zu.ke.com//zufang/SZ2508762277076287488.html,深城投中心公馆,3室2厅2卫,西南,4500 元/月,null,整租,"官方核验,双卫生间,随时看房",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2516675119972089856.html,万科金域缇香二期,4室2厅2卫,南北,4300 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
126㎡,https://sz.zu.ke.com//zufang/SZ2123907319363272704.html,中粮一品澜山花园,4室2厅2卫,南北,5000 元/月,null,整租,"官方核验,双卫生间",坪山,坪山区
49㎡,https://sz.zu.ke.com//zufang/SZ2492541746064932864.html,六和城,1室1厅1卫,东南,3500 元/月,null,整租,"官方核验,精装,随时看房",坪山,坪山区
126㎡,https://sz.zu.ke.com//zufang/SZ2505543055458189312.html,中粮一品澜山花园,4室2厅2卫,东南,4600 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
137㎡,https://sz.zu.ke.com//zufang/SZ2546391997158268928.html,天峦湖,5室1厅2卫,西北,4500 元/月,null,整租,"官方核验,双卫生间",坪山,坪山区
85㎡,https://sz.zu.ke.com//zufang/SZ2545642699654955008.html,坪山首座,3室1厅1卫,东,4300 元/月,null,整租,官方核验,坪山,坪山区
49㎡,https://sz.zu.ke.com//zufang/SZ2494284080867450880.html,六和城,1室0厅1卫,东南,3500 元/月,null,整租,"官方核验,精装",坪山,坪山区
78㎡,https://sz.zu.ke.com//zufang/SZ2481724694811131904.html,力高君御国际,3室2厅2卫,东南,4200 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
38㎡,https://sz.zu.ke.com//zufang/SZ2510229672072593408.html,深城投中心公馆,1室1厅1卫,东南,2800 元/月,null,整租,"官方核验,精装",坪山,坪山区
38㎡,https://sz.zu.ke.com//zufang/SZ2510228814748196864.html,深城投中心公馆,1室1厅1卫,东南,2800 元/月,null,整租,官方核验,坪山,坪山区
38㎡,https://sz.zu.ke.com//zufang/SZ2510231006389207040.html,深城投中心公馆,1室1厅1卫,东南,2800 元/月,null,整租,"官方核验,精装",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2490614363837440000.html,万科金域缇香二期,4室1厅2卫,东南,4200 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2523212503568089088.html,万科金域缇香二期,4室2厅2卫,西南,4200 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2518138695333453824.html,万科金域缇香二期,4室2厅2卫,南北,4200 元/月,null,整租,"官方核验,双卫生间,随时看房",坪山,坪山区
137㎡,https://sz.zu.ke.com//zufang/SZ2240500484672585728.html,天峦湖,5室2厅2卫,南北,5000 元/月,null,整租,"官方核验,精装,双卫生间,随时看房",坪山,坪山区
127㎡,https://sz.zu.ke.com//zufang/SZ2541995457458995200.html,金地朗悦,4室2厅2卫,南,4200 元/月,null,整租,"官方核验,双卫生间,随时看房",坪山,坪山区
121㎡,https://sz.zu.ke.com//zufang/SZ2334728375279042560.html,奥园翡翠东湾,4室2厅2卫,东南,4200 元/月,null,整租,"官方核验,双卫生间",坪山,坪山区
92㎡,https://sz.zu.ke.com//zufang/SZ2487625752837619712.html,六和城,3室0厅1卫,东南,5000 元/月,null,整租,"官方核验,随时看房",坪山,坪山区
38㎡,https://sz.zu.ke.com//zufang/SZ2510230450937528320.html,深城投中心公馆,1室1厅1卫,东南,2800 元/月,null,整租,官方核验,坪山,坪山区
91㎡,https://sz.zu.ke.com//zufang/SZ2486952267916787712.html,六和城,1室1厅1卫,东南,5200 元/月,null,整租,官方核验,坪山,坪山区
92㎡,https://sz.zu.ke.com//zufang/SZ2514332665294372864.html,六和城,2室1厅1卫,东南,5300 元/月,null,整租,"官方核验,随时看房",坪山,坪山区
85㎡,https://sz.zu.ke.com//zufang/SZ2526641235964469248.html,泰富华悦都会,3室2厅2卫,东南,3100 元/月,null,泰富华悦都会3室2厅东南,"官方核验,精装",坪山,坪山区
94㎡,https://sz.zu.ke.com//zufang/SZ2556295156295286784.html,心海城,3室1厅2卫,东南,3500 元/月,null,整租,"官方核验,新上,精装,双卫生间",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2507927293457080320.html,六和城,3室1厅2卫,东南,5000 元/月,null,整租,"官方核验,双卫生间",坪山,坪山区
78㎡,https://sz.zu.ke.com//zufang/SZ2547884028321865728.html,京基御景印象四期,3室2厅2卫,西南,3400 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2552704201381642240.html,万科金域缇香,4室2厅2卫,南,4500 元/月,null,整租,"官方核验,新上,双卫生间",坪山,坪山区
39㎡,https://sz.zu.ke.com//zufang/SZ2552813856628424704.html,盈富家园,1室0厅1卫,北,1300 元/月,null,整租,"官方核验,新上",坪山,坪山区
56㎡,https://sz.zu.ke.com//zufang/SZ2554983646021033984.html,龙光玖云著,2室1厅1卫,东,2900 元/月,null,整租,"官方核验,新上,精装,随时看房",坪山,坪山区
76㎡,https://sz.zu.ke.com//zufang/SZ2535493135342247936.html,金地朗悦,2室1厅1卫,东南,3000 元/月,null,整租,"官方核验,业主自荐,精装",坪山,坪山区
92㎡,https://sz.zu.ke.com//zufang/SZ2513770433665302528.html,六和城,3室1厅1卫,东南,4500 元/月,null,整租,官方核验,坪山,坪山区
100㎡,https://sz.zu.ke.com//zufang/SZ2491364318411759616.html,祥祺滨河名苑,3室1厅2卫,东南,3000 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
44㎡,https://sz.zu.ke.com//zufang/SZ2552695629130776576.html,豪方菁园,3室2厅1卫,东,2500 元/月,null,整租,"官方核验,新上,精装,随时看房",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2509351495276183552.html,金地朗悦,3室2厅1卫,东南,2600 元/月,null,整租,"官方核验,精装",坪山,坪山区
78㎡,https://sz.zu.ke.com//zufang/SZ2555681970491228160.html,京基御景印象一期,3室1厅1卫,东南,3400 元/月,null,整租,"官方核验,新上,随时看房",坪山,坪山区
211㎡,https://sz.zu.ke.com//zufang/SZ2542744776538079232.html,泰富华庭,5室3厅4卫,西南,4800 元/月,null,整租,"官方核验,精装,随时看房",坪山,坪山区
88㎡,https://sz.zu.ke.com//zufang/SZ2553595660012634112.html,奥园翡翠东湾,3室2厅2卫,东南,2600 元/月,null,整租,"官方核验,新上,精装,双卫生间",坪山,坪山区
74㎡,https://sz.zu.ke.com//zufang/SZ2554981442854076416.html,六和城,3室2厅1卫,东南,4300 元/月,null,整租,"官方核验,新上,精装",坪山,坪山区
51㎡,https://sz.zu.ke.com//zufang/SZ2552868939088527360.html,龙光玖云著,2室1厅1卫,南,2900 元/月,null,整租,"官方核验,新上,精装",坪山,坪山区
89㎡,https://sz.zu.ke.com//zufang/SZ2554918154027941888.html,深业东城国际,3室1厅2卫,北,3200 元/月,null,整租,"官方核验,业主自荐,新上,精装,双卫生间",坪山,坪山区
47㎡,https://sz.zu.ke.com//zufang/SZ2555901671247192064.html,六和城,1室0厅1卫,东,4000 元/月,null,整租,"官方核验,新上",坪山,坪山区
106㎡,https://sz.zu.ke.com//zufang/SZ2327310304251215872.html,奥园翡翠东湾,4室2厅2卫,南,3200 元/月,null,整租,"官方核验,精装,双卫生间",坪山,坪山区
36㎡,https://sz.zu.ke.com//zufang/SZ2552282256555114496.html,八克拉,2室1厅1卫,南,1600 元/月,null,整租,"官方核验,新上,精装",坪山,坪山区
37㎡,https://sz.zu.ke.com//zufang/SZ2552881523015819264.html,龙光玖云著,1室1厅1卫,西南,2000 元/月,null,整租,"官方核验,新上,随时看房",坪山,坪山区
341㎡,https://sz.zu.ke.com//zufang/SZ2518879262459559936.html,深圳湾1号,4室2厅4卫,东南,220000 元/月,null,整租,官方核验,深圳湾,南山区
43㎡,https://sz.zu.ke.com//zufang/SZ2548350711549403136.html,双龙花园,2室1厅1卫,南,2000 元/月,null,整租,官方核验,西乡,宝安区
53㎡,https://sz.zu.ke.com//zufang/SZ2530393067627233280.html,锦城星苑,1室1厅1卫,北,1500 元/月,null,整租,"官方核验,随时看房",龙岗双龙,龙岗区
70㎡,https://sz.zu.ke.com//zufang/SZ2463664184987500544.html,坪山首座,2室2厅1卫,东南,2200 元/月,null,整租,官方核验,坪山,坪山区
150㎡,https://sz.zu.ke.com//zufang/SZ2551433074537660416.html,滨海春城,5室1厅2卫,南,1500 元/月,null,合租,官方核验,翻身,宝安区
34㎡,https://sz.zu.ke.com//zufang/SZ2552094734005321728.html,利安公寓,1室1厅1卫,南,1750 元/月,null,整租,"官方核验,近地铁",新安,宝安区
32㎡,https://sz.zu.ke.com//zufang/SZ2531972148676280320.html,安侨苑,1室0厅1卫,南,3500 元/月,null,整租,"公寓,月租,精装,随时看房",香蜜湖,福田区
33㎡,https://sz.zu.ke.com//zufang/SZ2414286433075601408.html,大众公寓,1室1厅1卫,南,2200 元/月,null,整租,"官方核验,近地铁,随时看房",梅林,福田区
341㎡,https://sz.zu.ke.com//zufang/SZ2518879262459559936.html,深圳湾1号,4室2厅4卫,东南,220000 元/月,null,整租,官方核验,深圳湾,南山区
43㎡,https://sz.zu.ke.com//zufang/SZ2548350711549403136.html,双龙花园,2室1厅1卫,南,2000 元/月,null,整租,官方核验,西乡,宝安区
